label,text
ham,How much it will cost approx . Per month.
ham,I can't make it tonight
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Havent shopping now lor i juz arrive only
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Company is very good.environment is terrific and food is really nice:)
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Then cant get da laptop? My matric card wif ü lei... 
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,I want to lick your pussy now...
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,"Sorry, I'll call later"
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Pls i wont belive god.not only jesus.
ham,Awesome question with a cute answer: Someone asked a boy how is ur life? . . He smiled &amp; answered: . . She is fine! Gudnite
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,S da..al r above  &lt;#&gt;
ham,Just sleeping..and surfing
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,:-( sad puppy noise
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Wat r u doing?
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"Aight will do, thanks again for comin out"
ham,By monday next week. Give me the full gist
ham,Or remind me in a few hrs.
ham,You still around? Looking to pick up later
ham,I am in tirupur.  call you da.
ham,Then get some cash together and I'll text jason
ham,No..few hours before.went to hair cut .
ham,Does uncle timi help in clearing cars
ham,"Aight no rush, I'll ask jay"
ham,Go where n buy? Juz buy when we get there lar.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,I'm gonna rip out my uterus.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Yes but I don't care cause I know its there!
ham,it's really getting me down just hanging around.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,I'll talk to the others and probably just come early tomorrow then
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,"Sorry, I can't help you on this."
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,I will once i get home
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Where are you call me.
ham,I cant pick the phone right now. Pls send a message
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Still in customer place
ham,Hi Harish's rent has been transfred to ur Acnt.
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Ok thanx... Take care then...
ham,Watching telugu movie..wat abt u?
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,Is avatar supposed to have subtoitles
ham,Tension ah?what machi?any problem?
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,U buy newspapers already?
ham,Still work going on:)it is very small house.
ham,Water logging in desert. Geoenvironmental implications.
ham,Yes princess! I want to make you happy...
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,The bus leaves at  &lt;#&gt; 
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,"K I'm leaving soon, be there a little after 9"
ham,Just finished. Missing you plenty
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,I'm awake oh. What's up.
ham,Gudnite....tc...practice going on
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Aah bless! How's your arm?
ham,In sch but neva mind u eat 1st lor..
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Apps class varaya elaya.
ham,Are you still getting the goods.
ham,Just sent it. So what type of food do you like?
ham,Erutupalam thandiyachu
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,Ugh just got outta class
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,Does not operate after  &lt;#&gt;  or what
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,K I'll take care of it
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,What time should I tell my friend to be around?
ham,Already one guy loving you:-.
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,* Will have two more cartons off u and is very pleased with shelves
ham,"Sorry, I'll call later in meeting."
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,I cant pick the phone right now. Pls send a message
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Do you still have the grinder?
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,Ok ill tell the company
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,Wat happened to the cruise thing
ham,Y ü wan to go there? C doctor?
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,Ya! when are ü taking ure practical lessons? I start in june..  
ham,"Its ok., i just askd did u knw tht no?"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,Have you heard from this week?
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,Life is nothing wen v get everything. But life is everything wen v miss something . Real value of people wil be realized only in their absence.... gud mrng
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Yup having my lunch buffet now.. U eat already?
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,I'm at home n ready...
ham,Sos! Any amount i can get pls.
ham,S.i think he is waste for rr..
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Hey tmr maybe can meet you at yck
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Who u talking about?
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,Yup... From what i remb... I think should be can book... 
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Ü all write or wat..
ham,I have a sore throat. It's scratches when I talk
ham,I'm in town now so i'll jus take mrt down later.
ham,U GOIN OUT 2NITE?
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,S....s...india going to draw the series after many years in south african soil..
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Aiyo please ü got time meh.
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,At home also.
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Hows that watch resizing
ham,Yesterday its with me only . Now am going home.
ham,Er yep sure. Props?
ham,Aiyar sorry lor forgot 2 tell u...
ham,"Ah, well that confuses things, doesn‘t it?"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Oh you got many responsibilities.
ham,"Not for possession, especially not first offense"
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,Are you angry with me. What happen dear
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,Hows the champ just leaving glasgow!
ham,I need to come home and give you some good lovin...
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Once free call me sir. I am waiting for you.
ham,"Sorry, I'll call later"
ham,Wat's da model num of ur phone?
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Watching tv now. I got new job :)
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,* Thought I didn't see you.
ham,U still going to the mall?
ham,Takin a shower now but yeah I'll leave when I'm done
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,I will see in half an hour
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,Okie...
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,"That's very rude, you on campus?"
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,"Sorry, I'll call later"
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,"How long before you get reply, just defer admission til next semester"
ham,Were trying to find a Chinese food place around here
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,ELLO BABE U OK?
ham,Hey what happen de. Are you alright.
ham,I hope you know I'm still mad at you.
spam,Win a £1000 cash prize or a prize worth £5000
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"Kate jackson rec center before 7ish, right?"
ham,At 7 we will go ok na.
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Si si. I think ill go make those oreo truffles.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Ok lor thanx... Ü in school?
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
ham,Please attend the phone:)
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,Here got lots of hair dresser fr china.
ham,"Haha, that was the first person I was gonna ask"
ham,I cant pick the phone right now. Pls send a message
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,Also where's the piece
ham,S..antha num corrct dane
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,Mode men or have you left.
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,Are u awake? Is there snow there?
ham,Match started.india  &lt;#&gt;  for 2
ham,I want to be there so i can kiss you and feel you next to me
ham,I'm home. Ard wat time will u reach?
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,Oh wow thats gay. Will firmware update help
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,jay says he'll put in  &lt;#&gt;
ham,Sorry i din lock my keypad.
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,No..its ful of song lyrics..
ham,Am slow in using biola's fne
ham,Have you laid your airtel line to rest?
ham,Yes:)sura in sun tv.:)lol.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Yay! You better not have told that to 5 other girls either.
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,I'll let you know when it kicks in
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
ham,Try to do something dear. You read something for exams
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,"Night night, see you tomorrow"
ham,Gud ni8.swt drms.take care
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Ok try to do week end course in coimbatore.
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Ok then u tell me wat time u coming later lor.
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,Ok...
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,Why tired what special there you had
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,Why do you ask princess?
ham,"I'm in a meeting, call me later at"
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Get ready to put on your excellent sub face :)
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
ham,Oh k :)why you got job then whats up?
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,We live in the next  &lt;#&gt; mins
ham,Just sleeping..and surfing
ham,Ya had just now.onion roast.
ham,Missing you too.pray inshah allah
ham,I am not at all happy with what you saying or doing
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,At 4. Let's go to bill millers
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,am up to my eyes in philosophy
ham,May b approve panalam...but it should have more posts..
ham,Shant disturb u anymore... Jia you...
ham,K:)k..its good:)when are you going?
ham,I attended but nothing is there.
ham,How much are we getting?
ham,"Short But Cute :  Be a good person , but dont try to prove ..... Gud mrng..."
ham,Then ur sis how?
spam,"SMS. ac sun0819 posts HELLO:You seem cool, wanted to say hi. HI!!! Stop? Send STOP to 62468"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,We'll join the  &lt;#&gt;  bus
ham,Huh means computational science... Y they like dat one push here n there...
ham,"Aight, you close by or still down around alex's place?"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
ham,"Aight, I'll ask a few of my roommates"
ham,Both :) i shoot big loads so get ready!
ham,"I wake up long ago already... Dunno, what other thing?"
ham,Ok...
ham,Alright. I'm out--have a good night!
ham,Pls help me tell Ashley that i cant find her number oh
ham,That's y u haf 2 keep me busy...
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Somebody should go to andros and steal ice
ham,When ü login dat time... Dad fetching ü home now?
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Gud mrng dear hav a nice day
ham,Is toshiba portege m100 gd?
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,How? Izzit still raining?
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,Ü give me some time to walk there.
ham,I've reached home n i bathe liao... U can call me now...
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,I keep ten rs in my shelf:) buy two egg.
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,Nobody can decide where to eat and dad wants Chinese
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Okay same with me. Well thanks for the clarification
